! | OTHER 3 OTHER: 5
% | PERSON 9 OTHER 48 OTHER: 88
&ur; | OTHER 1
militants | PERSON 5 PERSON: 1
militaries | ORGANIZATION 1
militarization | OTHER 1
military | PERSON 1 ORGANIZATION:Government 7 ORGANIZATION 48 GPE 2 OTHER 4
military. | ORGANIZATION 1
militia | ORGANIZATION:Government 1 ORGANIZATION 2 OTHER 2
militias | PERSON: 1
milk | OTHER: 7
mill | FACILITY:Plant 2
millennium | OTHER 21 OTHER: 4
millimeters | OTHER 1
million | OTHER 3 OTHER: 2
millionaire | PERSON 5 OTHER 7
millions | PERSON 10 LOCATION 1 OTHER 27 OTHER: 16
mimicked | OTHER: 1
mind | OTHER 22 OTHER: 10
minders | OTHER 1
minds | PERSON 1 OTHER 10 OTHER: 2
mindset | OTHER 1
mine | PERSON 1 OTHER 10
minerals | OTHER 1
miners | PERSON 2
mines | FACILITY:Bounded-Area 1 WEA:Exploding 1 OTHER 2
minimum | OTHER 4
mining | OTHER 4
minister | PERSON 64 PERSON: 17 OTHER 10 OTHER: 1
ministers | PERSON 19 PERSON: 3
ministries | ORGANIZATION 9
ministry | ORGANIZATION 8 FACILITY 3 OTHER 3
mink | OTHER 1
minorities | PERSON 2
minority | ORGANIZATION 1 PERSON 10 OTHER 2
minstrel | PERSON 1
minus 40 | OTHER 1
minute | OTHER 10 OTHER: 5
minutes | OTHER 58 OTHER: 10
miracle | OTHER 2 OTHER: 1
miracles | OTHER 1
mirrors | OTHER 1 OTHER: 1
mischaracterization | OTHER 1
mischief | OTHER: 2
miscommunication | OTHER 1
misconduct | OTHER 5
misdemeanor | OTHER 2
misery | OTHER 1
misfire | OTHER 1
mishap | OTHER 1
mishaps | OTHER: 1
mishmash | ORGANIZATION 1
misinformation | OTHER 2
misled | OTHER: 1
mismanagement | OTHER 3
misprint | OTHER 1
miss | OTHER: 1
missile | WEA:Projectile 1 OTHER 6
missiles | WEA:Exploding 4 OTHER 31
missing | OTHER 1
mission | ORGANIZATION 1 OTHER 49 OTHER: 1
missionary | PERSON 1
missions | OTHER 10 OTHER: 2
missives | OTHER 1
mistake | OTHER 12 OTHER: 5
mistakes | OTHER 8 OTHER: 2
mistreatment | OTHER 1
mistress | PERSON 2
mistresses | PERSON 1
mistrust | OTHER 2
misuse | OTHER 1
mitten | OTHER 1
mix | OTHER 8 OTHER: 2
mixes | OTHER 1
mixture | OTHER 6 OTHER: 1
moan | OTHER 1
moans | OTHER 1
mob | ORGANIZATION 16 PERSON 3 PERSON: 2 OTHER 1
mobility | OTHER 1 OTHER: 2
mobster | PERSON 4
mobsters | PERSON 13
mockery | OTHER 2
mode | OTHER 2
model | PERSON 4 FACILITY:Plant 1 OTHER 10 OTHER: 6
modeling | OTHER 1
models | ORGANIZATION:Commercial 1 PERSON 1 OTHER 4 OTHER: 1
modem | OTHER 1
modems | OTHER: 1
moderate | PERSON 2 PERSON: 1
moderates | PERSON 5 PERSON: 1
moderation | OTHER: 5
modernity | OTHER 2
modernization | OTHER 2 OTHER: 1
modes | OTHER 1
module | FACILITY 5
modules | FACILITY 1
moisture | OTHER: 1
mold | OTHER 2 OTHER: 2
molester | PERSON 1
molesters | PERSON 1
mom | PERSON 2
moment | OTHER 47 OTHER: 19
moments | OTHER 9 OTHER: 1
momentum | OTHER 4 OTHER: 4
mon | OTHER 1
monarch | PERSON 2
monarchist | PERSON 1
monarchists | PERSON 1
monarchy | ORGANIZATION 2 GPE 1 OTHER 1
monastery | ORGANIZATION 1
monday | OTHER 1 OTHER: 3
money | ORGANIZATION 1 OTHER 191 OTHER: 46
moneymaker | ORGANIZATION 1
mongering | OTHER 1
monicas | PERSON 1
monitor | PERSON 1 OTHER: 1
monitors | PERSON 5 OTHER 1
monk | PERSON 1
monkey | OTHER: 1
monkeys | OTHER: 8
monologue | OTHER 2
monopolies | ORGANIZATION 2 OTHER 1
monopolization | OTHER 1
monopoly | ORGANIZATION:Commercial 1 OTHER 5 OTHER: 2
monoxide | OTHER 1
monster | OTHER 1
month | OTHER 150 OTHER: 45
monthlong | OTHER 1
months | OTHER 169 OTHER: 38
monument | FACILITY:Building 2 OTHER 1
monuments | FACILITY:Other 1 OTHER 1
mood | OTHER 11 OTHER: 2
moon | OTHER: 1
morale | OTHER 2
morality | OTHER 2 OTHER: 1
morals | OTHER 1
moratorium | OTHER 3
more | PERSON 3 OTHER 45 OTHER: 19
more more | OTHER 1
more than 1 | OTHER 1
more than 1 million | OTHER 1
more than 100 | OTHER 2 OTHER: 1
more than 170 | OTHER 1
more than 2,000 | OTHER 2 OTHER: 1
more than 20 | OTHER: 1
more than 220 | OTHER 1
more than 3,000 | OTHER: 1
more than 30 | OTHER 2
more than 400 | OTHER: 1
more than 500 | OTHER: 1
more than 6000 | OTHER 1
more than 835 | OTHER: 1
more than five thousand | OTHER 1
more than one | OTHER 1
morning | OTHER 72 OTHER: 31
mornings | OTHER 1 OTHER: 1
morsels | OTHER 2
mortgages | OTHER 1 OTHER: 1
mosque | FACILITY 3
mosques | ORGANIZATION 1
most | ORGANIZATION 2 PERSON 32 PERSON: 8 GPE 4 LOCATION 4 OTHER 101 OTHER: 33
motels | FACILITY 1
mother | PERSON 48 PERSON: 4 OTHER 1 OTHER: 2
motherland | GPE:Nation 2 GPE 2
mothers | PERSON 9 PERSON: 2
motion | OTHER 4 OTHER: 2
motions | OTHER 4
motivation | OTHER 2 OTHER: 1
motivations | OTHER 1
motive | OTHER 10
motives | OTHER 1
motor | OTHER 2
motorbikes | VEH:Land 1
motorcycle | OTHER 1
motorcycles | VEH:Land 2
motorcyclist | PERSON 1
motorcyclists | PERSON 1 PERSON: 1
motorists | PERSON 2 PERSON: 1 OTHER 1
motto | OTHER 2
mound | OTHER 2
mountain | LOCATION:Land-Region-Natural 3 LOCATION 6
mountains | LOCATION 3
mounts | OTHER 1
mourners | PERSON 3 PERSON: 1
mouse | OTHER 1 OTHER: 2
mousetrap | OTHER 2
mousse | OTHER 1
mouth | OTHER: 2
mouthpiece | OTHER 2
mouths | OTHER 1 OTHER: 1
move | OTHER 52 OTHER: 19
movement | PERSON 1 ORGANIZATION 10 ORGANIZATION:Other 2 OTHER 24 OTHER: 7
movements | OTHER 3 OTHER: 1
movers | PERSON 1
moves | OTHER 17 OTHER: 7
movie | OTHER 19 OTHER: 9
moviegoer | PERSON: 1
moviegoers | PERSON 2
movies | OTHER 14 OTHER: 3
mowers | OTHER 1
mph | OTHER 5
mr. | PERSON: 56
mrs. | PERSON: 6
ms | OTHER 1
ms. | PERSON: 1
mtakes | OTHER 1
much | OTHER 2 OTHER: 2
mud | OTHER 3
mudslides | OTHER 1 OTHER: 2
mullens | OTHER 1
multimedia | OTHER 1
multinationals | ORGANIZATION 1
multiple | OTHER: 1
multiples | OTHER 1
mummy | PERSON 1
municipality | GPE 1 OTHER 1
murder | OTHER 57 OTHER: 5
murderer | PERSON 3
murderers | PERSON 1
murders | OTHER 36 OTHER: 1
murk | OTHER 1
murmur | OTHER 1
muscle | OTHER 6
muscles | OTHER 1
muscovites | PERSON 2
museum | ORGANIZATION 4 FACILITY:Building 1 FACILITY 5
museums | ORGANIZATION 1 FACILITY 9
musher | PERSON 1
mushers | PERSON 1
mushroom | OTHER: 1
mushrooms | OTHER 2 OTHER: 2
music | OTHER 51 OTHER: 16
musical | OTHER 7
musicals | OTHER 4
musician | PERSON 1
musicians | PERSON 3 PERSON: 1 OTHER 1
musicologist | PERSON: 1
musings | OTHER 1
muslims | PERSON 1
muslin | OTHER 2
must | OTHER 1
mustache | OTHER 1
mutation | OTHER: 1
mutilations | OTHER 1
mutinies | OTHER: 1
myriad | OTHER 1
mystery | OTHER 3 OTHER: 4
mythology | OTHER 2
myths | OTHER 1
n | OTHER 3 OTHER: 1
n.b.a | ORGANIZATION 2
n.b.a. | ORGANIZATION 2
n.f.l. | ORGANIZATION 1
n2k | ORGANIZATION 1
name | PERSON 1 ORGANIZATION 1 OTHER 67 OTHER: 16
names | PERSON 1 OTHER 30 OTHER: 4
namesake | OTHER 1
napkin | OTHER 3
narcotics | OTHER 2
nasheva | PERSON 1
nation | GPE:Nation 41 GPE 131 LOCATION 1 OTHER 5
national | PERSON 2 OTHER 1
nationalism | OTHER 3
nationalist | OTHER 2
nationalists | PERSON 7
nationalities | OTHER: 1
nationality | OTHER 2
nationalization | OTHER 1
nationals | PERSON 8 PERSON: 1
nations | GPE:Nation 13 GPE 50 OTHER 1
native | PERSON 4 PERSON: 2 OTHER: 2
natural | PERSON 1
nature | OTHER 13 OTHER: 7
naught | OTHER 1
navies | ORGANIZATION 5
navigation | OTHER 1
navy | ORGANIZATION:Government 1 ORGANIZATION 9 OTHER 5
nazies | ORGANIZATION:Government 1
nbc. | ORGANIZATION 1
near | OTHER 1
nearby | OTHER 1
nearly 500 | OTHER: 1
nearly dlrs 2.2 billion | OTHER 1
nearly four | OTHER 1
nearly one | OTHER: 1
nearly three hundred | OTHER 1
nearness | OTHER: 1
necessities | OTHER 1 OTHER: 1
necessity | OTHER 2
neck | OTHER 5 OTHER: 1
necks | OTHER 1
nectarine | OTHER 1
need | OTHER 37 OTHER: 9
needs | OTHER 13 OTHER: 3
negative | OTHER 1
negatives | PERSON 1
neglect | OTHER 1
negligence | OTHER 2
negotiation | OTHER 5
negotiations | OTHER 57 OTHER: 12
negotiator | PERSON 4 PERSON: 1 OTHER 2
negotiators | PERSON 9 PERSON: 3
neigh | OTHER 2
neighbor | PERSON 3 PERSON: 2 GPE:Nation 1 GPE 4
neighborhood | LOCATION:Region-Local 2 LOCATION 11 OTHER 1
neighborhoods | LOCATION:Region-Local 2 LOCATION 5
neighbors | ORGANIZATION 1 PERSON 5 PERSON: 1 GPE:Nation 1 GPE 8
neighbours | GPE 1
neither | OTHER 3
neo | PERSON: 2
neon | OTHER 1
neonatalogist | PERSON 1
nephrologist | PERSON 1
nervousness | OTHER 1
net | OTHER 18 OTHER: 8
netiquette | OTHER 1
network | PERSON 2 ORGANIZATION:Commercial 10 ORGANIZATION 23 FACILITY:Conduit 1 FACILITY 2 OTHER 17 OTHER: 8
networker | PERSON 1
networks | ORGANIZATION:Commercial 1 ORGANIZATION 13 FACILITY 2 OTHER 7 OTHER: 1
neurobiology | OTHER 1
neurons | OTHER: 4
neuropsychology | OTHER 1
neutrality | OTHER 1
neutralized | OTHER 1
new | OTHER 8 OTHER: 6
new . . . | OTHER 1
newborns | PERSON 1
newcomer | ORGANIZATION 1
newcomers | OTHER: 2
newer | OTHER 1
newest | OTHER 1 OTHER: 1
news | OTHER 127 OTHER: 46
newscast | OTHER 2 OTHER: 1
newsdesk | FACILITY:Subarea-Building 1 OTHER: 1
newsletter | ORGANIZATION 1
newsmagazine | ORGANIZATION 1 OTHER 1 OTHER: 1
newsmaker | PERSON 1
newsman | PERSON 2 PERSON: 1
newspaper | ORGANIZATION:Commercial 6 ORGANIZATION 22 OTHER 5 OTHER: 1
newspapers | ORGANIZATION:Commercial 3 ORGANIZATION 20 OTHER 2 OTHER: 1
newsroom | FACILITY 1
nex | OTHER 1
next | LOCATION:Region-Local 1 OTHER 8 OTHER: 11
nickel | OTHER 1
nickelodeon | OTHER 1
nickname | OTHER 2
nicole | PERSON: 1
nicotine | OTHER 4
niece | PERSON 1
nigerians | PERSON 3 GPE 1
night | OTHER 136 OTHER: 46
nightclub | ORGANIZATION 1 FACILITY 1
nightclubs | ORGANIZATION 2 FACILITY 2
nightfall | OTHER 2 OTHER: 2
nightmare | OTHER 2 OTHER: 3
nights | OTHER 6 OTHER: 3
nine | OTHER 8
nine one one | OTHER 2
nine two | OTHER 1
nineteen | OTHER 6
nineteen eighty | OTHER 1
nineteen eighty-seven | OTHER 1
nineteen fifty two | OTHER 1
nineteen fifty-nine | OTHER 1
nineteen fifty-six | OTHER 1
nineteen hundred | OTHER 1
nineteen ninety | OTHER 1
nineteen ninety-five | OTHER 1
nineteen ninety-four | OTHER 3
nineteen ninety-nine | OTHER 3
nineteen ninety-one | OTHER 1
nineteen ninety-six | OTHER 2
nineteen seventy four | OTHER 1
nineteen seventy-four | OTHER 1
nineteen seventy-nine | OTHER 1
nineteen sixty four | OTHER 3
nineteen thirty seven | OTHER 1
nineteen twelve | OTHER 1
nineteen twenty-one | OTHER 1
nineties | OTHER 1
ninety eighty-eight | OTHER 1
ninety nine | OTHER 1
ninety-eight | OTHER 1
ninety-one seventy | OTHER 1
ninety-six | OTHER 1
ninety-two | OTHER 1
nipples | OTHER 1
nitrate | OTHER 2
no. | ORGANIZATION 1 PERSON 2 OTHER 28 OTHER: 5
no. 225 | OTHER 1
nod | OTHER 1 OTHER: 1
nodes | OTHER 2
nods | OTHER 1
noise | OTHER 3 OTHER: 1
nominated | OTHER 1
nomination | OTHER 22 OTHER: 6
nominations | OTHER 11 OTHER: 1
nominee | PERSON 9 PERSON: 4
nominees | PERSON 1 PERSON: 1 OTHER 1
nominees. | PERSON 1
noncompliance | OTHER 1
none | PERSON 1 OTHER 1
nonetheless | OTHER 1
nonissue | OTHER: 1
nonpartisan | OTHER: 1
nonproliferation | OTHER 1
nonresponsive | OTHER 1
nonsense | OTHER 4 OTHER: 1
nonsigners | GPE 1
nonskiers | PERSON 1
nonstop | OTHER 1
nonviolence | OTHER 1
nook | OTHER 1
noon | OTHER 3 OTHER: 1
normalcy | OTHER 1
normalization | OTHER 2
north | GPE 2 LOCATION:Region-Subnational 1 LOCATION 7 OTHER 5 OTHER: 5
northeast | LOCATION 4 OTHER 1 OTHER: 1
northern | OTHER 2
northwest | LOCATION 2
norwegians | PERSON 1
nose | OTHER 3 OTHER: 1
nostalgia | OTHER 1
not.. .. | OTHER 1
notch | OTHER 1
note | OTHER 45 OTHER: 5
notepad | OTHER 1
notes | OTHER 11 OTHER: 6
notice | OTHER 7 OTHER: 4
notion | OTHER 6 OTHER: 2
notions | OTHER 1 OTHER: 1
notoriety | OTHER: 2
nov. | OTHER 22 OTHER: 13
novel | OTHER 1
novelist | PERSON 2
novels | OTHER 1
novelty | OTHER 2
november | OTHER 18 OTHER: 6
nppingtses | OTHER 1
nudist | PERSON 1
nudity | OTHER: 1
nuke | OTHER 1
nullified | OTHER 1
nullity | OTHER: 1
number | ORGANIZATION:Commercial 4 ORGANIZATION 5 PERSON 25 PERSON: 2 GPE 4 FACILITY 2 FACILITY:Other 1 OTHER 136 OTHER: 57
numbers | PERSON 2 OTHER 35 OTHER: 23
numerals | OTHER 1
nun | PERSON 1
nurse | PERSON 1 PERSON: 1
nurseries | OTHER: 1
nurses | PERSON 3 PERSON: 1
nurturers | PERSON 1
nutcrackers | OTHER 1
nutmeg | OTHER: 1
nutriments | OTHER: 1
nutrition | OTHER 3
nutritionists | PERSON 2
nuts | OTHER 2 OTHER: 1
o | OTHER 4
oasis | GPE:Nation 1 FACILITY:Subarea-Building 1
oath | OTHER 15 OTHER: 1
object | OTHER 3
objection | OTHER 3 OTHER: 1
objections | OTHER 17 OTHER: 1
objective | OTHER 6 OTHER: 2
objectives | OTHER 2
objects | OTHER 4
obligation | OTHER 7 OTHER: 2
obligations | OTHER 7
obliged | OTHER 1
obscure | OTHER: 1
obscurity | OTHER 1
observance | OTHER: 1
observation | OTHER 1
observations | OTHER 1
observatory | FACILITY:Bounded-Area 1 OTHER 1
observer | PERSON 2 PERSON: 2 OTHER: 1
observers | PERSON 23 PERSON: 5 OTHER: 1
obsession | OTHER 4
obstacle | GPE:Population-Center 1 OTHER 7
obstacles | OTHER 2 OTHER: 2
obstetricians | PERSON 1
obstructed | OTHER 1
obstruction | OTHER 8
obstructions | OTHER 1
occasion | OTHER 12 OTHER: 2
occasions | OTHER 10 OTHER: 1
occupancy | OTHER 4
occupant | PERSON 1
occupants | PERSON 2
occupation | OTHER 11 OTHER: 4
occupied | OTHER 1
occured | OTHER 1
occurrences | OTHER 1
ocean | LOCATION 2 LOCATION:Water-Body 1 OTHER 1
oct. | OTHER 37 OTHER: 12
oct. 3 | OTHER 1
oct. 4 | OTHER 1
october | OTHER 38 OTHER: 15
octopus | OTHER 1
octuplets | PERSON 2
oddities | OTHER: 1
odds | OTHER 6 OTHER: 3
odera | PERSON 2
offenders | PERSON 2 GPE 2
offense | OTHER 8 OTHER: 2
offenses | OTHER 5
offensive | OTHER 10 OTHER: 2
offensives | OTHER 1
offer | OTHER 53 OTHER: 21
offering | OTHER 14 OTHER: 1
offerings | OTHER 3
offers | OTHER 3 OTHER: 1
offficers | PERSON 1
office | PERSON: 1 ORGANIZATION:Government 7 ORGANIZATION:Commercial 4 ORGANIZATION 82 FACILITY:Building 5 FACILITY 23 FACILITY:Subarea-Building 4 OTHER 27 OTHER: 13
office. .. | ORGANIZATION 2
officer | PERSON 73 PERSON: 6 OTHER 5
officers | PERSON 48 PERSON: 9 OTHER 1
offices | ORGANIZATION:Government 1 ORGANIZATION:Commercial 2 ORGANIZATION 16 FACILITY 12 OTHER 5 OTHER: 2
official | PERSON 155 PERSON: 12 OTHER 3
officials | ORGANIZATION 1 PERSON 460 PERSON: 65 OTHER 3
offing | OTHER 1
offshoot | OTHER 1
offshore | OTHER 1
offspring | PERSON: 1 OTHER: 1
ogonis | PERSON 1
oh | OTHER 2
oil | OTHER 32 OTHER: 17
old | PERSON 1 OTHER 2 OTHER: 1
older | OTHER: 1
oldest | OTHER 1
olds | PERSON 1 OTHER 1
oldsters | ORGANIZATION:Other 1
oligarchs | PERSON 3
olympics | OTHER 2
on. uh | OTHER 1
onboard | OTHER 2
one | PERSON 113 PERSON: 28 ORGANIZATION:Commercial 5 ORGANIZATION 43 ORGANIZATION:Other 1 GPE:Nation 1 GPE:State-or-Province 3 GPE:County-or-District 1 GPE 19 GPE:Population-Center 2 FACILITY:Bounded-Area 1 FACILITY 11 LOCATION:Region-Subnational 1 LOCATION 4 OTHER 220 OTHER: 62
one achievement. | OTHER 1
one eight hundred | OTHER 1
one five thousand | OTHER 1
one hundred | OTHER: 2
one hundred seventy nine | OTHER 1
one hundred twelve | OTHER 1
one more | GPE 1 OTHER 1
one oh four | OTHER 1
one oh one seventy-two | OTHER 1
one oh three | OTHER 1
one thousand | OTHER 1
one twenty eighty-eight | OTHER 1
one-time | OTHER 1
one-upmanship | OTHER 1
ones | ORGANIZATION 2 PERSON 12 PERSON: 3 GPE 2 FACILITY 2 OTHER 11
onion | OTHER: 1
onions | OTHER: 1
online | OTHER 3 OTHER: 4
only | OTHER 2
only 12 | OTHER 1
only 2 | OTHER 1
only 4 | OTHER 1
only 53 | OTHER: 1
only 86 | OTHER 1
only five | OTHER: 2
only four | OTHER 2
only one | OTHER 2 OTHER: 2
only three | LOCATION 1
only twenty six | OTHER 1
only! | OTHER: 1
onset | OTHER 1
onslaught | OTHER 1
onstream | OTHER 1
onus | OTHER 1 OTHER: 1
op | OTHER: 1
open | OTHER 3
opening | OTHER 17 OTHER: 3
openings | OTHER 1
openness | OTHER 2
opera | OTHER 3 OTHER: 1
operas | OTHER 1
operation | ORGANIZATION 7 OTHER 49 OTHER: 8
operations | ORGANIZATION 1 OTHER 34 OTHER: 14
operatives | PERSON 2
operator | ORGANIZATION:Commercial 1 PERSON 2
operators | PERSON 4 ORGANIZATION 8 OTHER 1
opinion | OTHER 28 OTHER: 12
opinions | OTHER 7 OTHER: 3
opium | OTHER 1
opponent | PERSON 8 PERSON: 4 ORGANIZATION 2 OTHER 1
opponents | ORGANIZATION 2 PERSON 16 PERSON: 2 OTHER 1 OTHER: 2
opportunities | OTHER 20 OTHER: 2
opportunity | OTHER 30 OTHER: 6
opposite | OTHER 2
opposition | PERSON: 2 ORGANIZATION 8 ORGANIZATION:Other 6 OTHER 30 OTHER: 3
oppression | OTHER 2
oppressors | GPE 1
optimism | OTHER 7 OTHER: 1
optimist | PERSON 1
optimization | OTHER: 1
option | PERSON 1 LOCATION 3 OTHER 12 OTHER: 7
options | OTHER 28 OTHER: 8
orange | OTHER 2
oratorio | OTHER 1
orbit | ORGANIZATION 1 OTHER 7
orbital | OTHER 1
orchestra | ORGANIZATION:Government 1
orchestras | ORGANIZATION:Other 1
ordeal | OTHER 4
ordeals | OTHER 1
order | ORGANIZATION 1 OTHER 33 OTHER: 17
orderly | OTHER 1
orders | OTHER 6 OTHER: 10
ordinance | OTHER 1
ordinances | OTHER 1
ordnance | OTHER 1
organ | OTHER 3
organisation | ORGANIZATION 2
organisations | ORGANIZATION 2
organisers | PERSON 1
organist | PERSON 2
organization | ORGANIZATION:Commercial 4 ORGANIZATION 46 ORGANIZATION:Other 2 FACILITY:Building 1 OTHER 4
organizations | ORGANIZATION:Non-Profit 2 ORGANIZATION:Commercial 3 ORGANIZATION 24 ORGANIZATION:Other 5 OTHER 1
organizer | PERSON 3 PERSON: 1
organizers | PERSON 6 PERSON: 4 OTHER 1 OTHER: 1
organs | OTHER 5
orgy | OTHER 1
orientation | OTHER 1
origin | OTHER 4 OTHER: 4
original | PERSON 2
originals | OTHER 1
origins | OTHER 1
ornaments | OTHER 2
orphan | PERSON: 1
oscars | OTHER 2
oslo | GPE 1
osteochondrosis | OTHER 1
osteoporosis | OTHER: 1
other | ORGANIZATION:Government 1 PERSON 5 PERSON: 1 FACILITY:Bounded-Area 1 OTHER 14 OTHER: 4
other four | OTHER 1
other. | PERSON 1
others | ORGANIZATION 2 PERSON 91 PERSON: 25 GPE:Nation 2 GPE 6 LOCATION 1 OTHER 10 OTHER: 2
ounces | OTHER 2 OTHER: 3
ouster | OTHER 3 OTHER: 3
outage | OTHER 1
outages | OTHER 1
outbreak | OTHER 2 OTHER: 4
outbreaks | OTHER 3
outbursts | OTHER 1
outcast | PERSON: 1
outcome | OTHER 11 OTHER: 9
outcomes | OTHER: 1
outcry | OTHER 3
outfielder | PERSON 2
outfit | ORGANIZATION 2 OTHER 2
outfits | OTHER 1
outgoing | OTHER: 1
outing | OTHER 1
outlawed | OTHER 1
outlays | OTHER: 1
outlet | ORGANIZATION 1 FACILITY:Building 1
outlets | ORGANIZATION:Commercial 1 ORGANIZATION 1 FACILITY 1
outlook | OTHER 6 OTHER: 5
outmanned | OTHER 1
outpaced | OTHER 1
outpatient | OTHER 2
outperformance | OTHER 1
outpost | GPE 1 FACILITY 4
outposts | OTHER 1
outpouring | OTHER 1
output | OTHER 1 OTHER: 5
outrage | OTHER 3 OTHER: 1
outreach | OTHER: 1
outset | OTHER: 1
outside | GPE:Other 1 LOCATION 1 LOCATION:Region-International 1 OTHER 5 OTHER: 2
outsider | PERSON 1 PERSON: 1
outsiders | ORGANIZATION:Commercial 1 PERSON 2 GPE 1
outskirts | LOCATION:Region-Local 3 LOCATION 5
outspent | OTHER 1
outspoken | OTHER 1
outstanding | OTHER 1
outward | OTHER 1
oval | OTHER 1
ovation | OTHER 2
oven | OTHER 2 OTHER: 1
overbuilding | OTHER 1
overcounts | OTHER 1
overextended | PERSON 1
overhaul | OTHER 1
overheads | OTHER: 1
overnight | OTHER 2
overpayment | OTHER 1
overproduction | OTHER 1
overreaction | OTHER 1
oversight | OTHER 1
overstatement | OTHER: 1
overtime | OTHER 1 OTHER: 2
overture | OTHER 1
overtures | OTHER 3
overview | OTHER 1
overweight | OTHER 2
owl | OTHER 1
own | ORGANIZATION:Other 1 PERSON 1 GPE 1 OTHER 26 OTHER: 3
own. . . | OTHER 1
owner | ORGANIZATION:Commercial 2 ORGANIZATION 3 PERSON 19 PERSON: 3 GPE 2
owners | ORGANIZATION 2 PERSON 19 PERSON: 11 OTHER 2
ownership | PERSON 1 OTHER 7
owsley | OTHER 1
oxide | OTHER 2
oxygen | OTHER: 1
oxymoron | OTHER 2
ozone | OTHER 1
p | PERSON 3 OTHER 1
p.g.a | ORGANIZATION 1 OTHER 1
p.m | OTHER 7
p.m. | OTHER 16 OTHER: 5
p.s. 87 | ORGANIZATION 1
pa | OTHER 1 OTHER: 1
pace | OTHER 10 OTHER: 6
pack | PERSON 2 OTHER 3
package | OTHER 8 OTHER: 6
packages | OTHER 6 OTHER: 1
pact | OTHER 2 OTHER: 1
pad | FACILITY 1
padres | ORGANIZATION 1
paedophiles | OTHER 1
page | OTHER 5 OTHER: 1
pageant | OTHER 2
pagers | OTHER 1
pages | OTHER 7 OTHER: 4
pain | OTHER 14 OTHER: 6
painkillers | OTHER 1
pains | OTHER 1
paint | OTHER: 1
painter | PERSON 2
painting | OTHER 3
paintings | OTHER 3
paints | OTHER: 1
pair | OTHER 6 OTHER: 3
pairs | OTHER 2
pajamas | OTHER 1
palace | FACILITY:Building 1 FACILITY 4
palaces | FACILITY 8
palate | OTHER: 1
palazzos | FACILITY 1
paleobiologist | PERSON: 1
paleontologist | PERSON: 1
palestinians | PERSON: 1
pall | OTHER 1
palm | OTHER 1
palms | OTHER 1
palsy | OTHER: 1
pamphlets | OTHER 1
pan | OTHER 2 OTHER: 2
panache | OTHER 1
pancasilla | OTHER 1
pandemic | OTHER: 1
panel | PERSON 5 PERSON: 2 ORGANIZATION:Government 6 ORGANIZATION 18 ORGANIZATION:Other 1 OTHER: 1
panels | ORGANIZATION 2 PERSON 1
panhandles | LOCATION 1
panic | OTHER 4
panties | OTHER: 1
pants | OTHER 7 OTHER: 1
paparazzi | OTHER 1
paper | ORGANIZATION:Commercial 5 ORGANIZATION 6 OTHER 9 OTHER: 10
papers | ORGANIZATION:Commercial 2 ORGANIZATION 1 OTHER 11 OTHER: 3
paperwork | OTHER 4 OTHER: 2
par | ORGANIZATION 2 OTHER 7
parachute | OTHER 2
parade | OTHER 5 OTHER: 1
parades | OTHER 2
paradigm | OTHER 1
paradox | OTHER 1 OTHER: 2
paradoxes | OTHER 1
paragon | PERSON 1
paragraph | OTHER 4
paragraphs | OTHER 2
paralegal | PERSON 1
parallel | OTHER 2 OTHER: 1
parallels | OTHER 2
paramedics | OTHER: 1
parameters | OTHER 1
paramilitaries | ORGANIZATION 1 PERSON 1
paraphernalia | OTHER 1
parasites | OTHER 1
parcells. . . | PERSON 1
pardon | OTHER 14
parent | ORGANIZATION 1 PERSON 5
parents | PERSON 45 PERSON: 10
parf | OTHER 2
parish | ORGANIZATION 1 FACILITY:Building 1 OTHER 1
parishes | ORGANIZATION 2
parishioners | PERSON 2
parity | OTHER: 1
park | FACILITY:Bounded-Area 3 FACILITY 8 LOCATION 2 OTHER 1
parking | OTHER 2
parks | FACILITY 5 OTHER 1
parlance | OTHER 1
parliament | ORGANIZATION:Government 1 ORGANIZATION 14
parliamentarian | PERSON 1
parliamentarians | PERSON: 1
parliaments | ORGANIZATION 1
parlor | ORGANIZATION 1
parodies | OTHER 1
parody | OTHER 1
parole | OTHER 1 OTHER: 2
part | ORGANIZATION 4 PERSON 8 GPE 6 GPE:Population-Center 1 FACILITY 4 LOCATION:Region-Subnational 1 LOCATION:Region-Local 1 LOCATION:Region-National 1 LOCATION 8 LOCATION:Region-International 1 OTHER 191 OTHER: 37
participant | ORGANIZATION 1 PERSON 2
participants | PERSON 10 PERSON: 1 GPE 1
participation | OTHER 2
particles | OTHER: 3
partied | OTHER 1
parties | PERSON 9 PERSON: 3 ORGANIZATION:Government 1 ORGANIZATION:Commercial 3 ORGANIZATION 35 ORGANIZATION:Other 12 GPE:Nation 3 GPE 3 OTHER 18 OTHER: 3
partisan | OTHER 2 OTHER: 2
partisans | PERSON 2
partisanship | OTHER 3 OTHER: 1
partner | ORGANIZATION 2 PERSON 20 PERSON: 1 GPE 4 OTHER 1
partners | PERSON 17 PERSON: 1 ORGANIZATION:Commercial 1 ORGANIZATION 8 GPE:Nation 2 GPE 2
partnership | ORGANIZATION 4 OTHER 9 OTHER: 1
partnerships | OTHER 1 OTHER: 1
parts | PERSON 3 FACILITY 1 LOCATION:Region-Subnational 3 LOCATION:Region-Local 2 LOCATION:Region-National 2 LOCATION 15 LOCATION:Region-International 1 OTHER 24 OTHER: 3
